iter	RMSE
194	85.54268157
195	85.53632155
196	85.53575784
197	85.52373236
198	85.51947985
199	85.50999809
200	85.48732709
201	85.46976053
202	85.45441537
203	85.42751746
204	85.40429903
205	85.39537005
206	85.3860192
207	85.38027671
208	85.37176725
209	85.36370872
210	85.35969356
211	85.35531658
212	85.34390066
213	85.33019234
214	85.32126551
215	85.27825512
216	85.27014159
217	85.26326462
218	85.26171127
219	85.26038965
220	85.24956912
221	85.23820486
222	85.23301495
223	85.21238325
224	85.20495564
225	85.17888237
226	85.15842905
227	85.14537372
228	85.1366863
229	85.09908023
230	85.08563656
231	85.05893613
232	85.04095973
233	85.03841863
234	85.03764181
235	85.02526247
236	85.01873398
237	85.01814235
238	85.00852137
239	85.00759232
240	84.98324999
241	84.97206347
242	84.9680336
243	84.96079106
244	84.95188752
245	84.94649088
246	84.94344991
247	84.92296561
248	84.92152266
249	84.8888838
250	84.86201529
251	84.85840228
252	84.84666556
253	84.81716236
254	84.80549337
255	84.79761545
256	84.79623071
257	84.78777116
258	84.77391812
259	84.75062513
260	84.74039423
261	84.73291828
262	84.72374219
263	84.71687857
264	84.69662871
265	84.68213736
266	84.66832006
267	84.65586972
268	84.64265142
269	84.62790731
270	84.61570062
271	84.61547546
272	84.59847598
273	84.57726729
274	84.55464289
275	84.54221588
276	84.53374392
277	84.51309171
278	84.50288311
279	84.49195969
280	84.48324041
281	84.46786474
282	84.45115246
283	84.44378091
284	84.441371
285	84.43805627
286	84.42476653
287	84.40611331
288	84.39313141
289	84.38828964
290	84.37664995
291	84.37363575
292	84.36217076
293	84.35078175
294	84.33638151
295	84.32122224
296	84.3076561
297	84.29403039
298	84.28987641
299	84.27253001
300	84.25654589
301	84.25130587
302	84.23446845
303	84.22299698
304	84.21138328
305	84.20359106
306	84.19352941
307	84.1796489
308	84.17355942
309	84.16771869
310	84.14516942
311	84.13052829
312	84.11213172
313	84.10718015
314	84.10692211
315	84.09732378
316	84.09047318
317	84.08038531
318	84.07098703
319	84.07072527
320	84.06317381
321	84.05169763
322	84.03863002
323	84.02881408
324	84.01300264
325	84.00479962
326	84.00301782
327	83.99553219
328	83.98258157
329	83.97356598
330	83.95283242
331	83.94650538
332	83.93507066
333	83.92664
334	83.9260044
335	83.92255714
336	83.91278004
337	83.90889103
338	83.90341712
339	83.89667358
340	83.88373524
341	83.87170596
342	83.86079634
343	83.84981202
344	83.83594944
345	83.83480447
346	83.82583337
347	83.82318151
348	83.81426665
349	83.80766563
350	83.80738998
351	83.79684905
352	83.78388415
353	83.76406798
354	83.76172384
355	83.76108184
356	83.74601214
357	83.74317921
358	83.73519163
359	83.72656815
360	83.71749409
361	83.70206356
362	83.70040635
363	83.69281787
364	83.6849119
365	83.67534457
366	83.66897415
367	83.66504016
368	83.65907252
369	83.65133044
370	83.64262292
371	83.62577149
372	83.61892638
373	83.61100795
374	83.6090393
375	83.60610959
376	83.59985114
377	83.58986849
378	83.58205408
379	83.57814178
380	83.56967966
381	83.5662679
382	83.55908312
383	83.54939107
384	83.54534131
385	83.53470082
386	83.52937933
387	83.52465012
388	83.52189078
389	83.51119215
390	83.50443936
391	83.50163468
392	83.49298422
393	83.48197686
394	83.48049337
395	83.47404435
396	83.46651413
397	83.46483437
398	83.4571621
399	83.45444525
400	83.44981285
401	83.43928988
402	83.42531902
403	83.4173833
404	83.41712643
405	83.40966389
406	83.40290888
407	83.40043957
408	83.38739624
409	83.38538302
410	83.37865307
411	83.36863541
412	83.36338423
413	83.35109548
414	83.34547852
415	83.3448439
416	83.3273414
417	83.32099634
418	83.31642121
419	83.31220532
420	83.30855793
421	83.2986308
422	83.29564885
423	83.2902273
424	83.27437143
425	83.26977755
426	83.26634536
427	83.25594424
428	83.24742369
429	83.24347876
430	83.23874622
431	83.22350623
432	83.2212517
433	83.21475679
434	83.20757131
435	83.19045922
436	83.18705115
437	83.18146132
438	83.1789329
439	83.1732802
440	83.16699246
441	83.16272006
442	83.16012009
443	83.15431766
444	83.14835907
445	83.14665698
446	83.13826456
447	83.13313466
448	83.12270247
449	83.11868084
450	83.11818518
451	83.10916333
452	83.10624728
453	83.09390951
454	83.08506092
455	83.07856637
456	83.07120304
457	83.06608467
458	83.06344741
459	83.0613757
460	83.05943347
461	83.05302038
462	83.03443424
463	83.02152124
464	83.02111675
465	83.00828263
466	83.0047066
467	82.99908977
468	82.99560964
469	82.99044996
470	82.9766525
471	82.97053534
472	82.96294214
473	82.95969911
474	82.95608174
475	82.95064804
476	82.94183104
477	82.93626964
478	82.93070653
479	82.92593038
480	82.91624191
481	82.91358077
482	82.90549573
483	82.89960083
484	82.89485121
485	82.8934388
486	82.88768424
487	82.88400321
488	82.88159939
489	82.87384261
490	82.87153998
491	82.85707054
492	82.85486245
493	82.84415662
494	82.84041979
495	82.82908201
496	82.82696586
497	82.82493593
498	82.82034521
499	82.81346653
500	82.80936846
501	82.80385518
502	82.7987951
503	82.79456866
504	82.7919458
505	82.78872858
506	82.78159308
507	82.77422683
508	82.76466655
509	82.76343382
510	82.75189052
511	82.74817204
512	82.74192456
513	82.73233052
514	82.72382807
515	82.71833399
516	82.71445889
517	82.71355269
518	82.70853723
519	82.70667473
520	82.69555217
521	82.68441095
522	82.67906163
523	82.6700632
524	82.66714009
525	82.66300451
526	82.65722401
527	82.65038018
528	82.64912996
529	82.64822329
530	82.63784314
531	82.63222305
532	82.62598746
533	82.61851356
534	82.61043538
535	82.60381166
536	82.59744588
537	82.58853726
538	82.58414414
539	82.58059639
540	82.57374352
541	82.57322461
542	82.56816198
543	82.56333349
544	82.55988404
545	82.5502425
546	82.54946027
547	82.54447459
548	82.54075063
549	82.53776138
550	82.51278048
551	82.50891812
552	82.50761529
553	82.50095972
554	82.49481735
555	82.49366376
556	82.49046958
557	82.48072247
558	82.47396213
559	82.47158039
560	82.46607978
561	82.46216202
562	82.45496463
563	82.45220309
564	82.44923151
565	82.44595584
566	82.4418802
567	82.44105328
568	82.43742799
569	82.43270292
570	82.43190951
571	82.42637943
572	82.42072691
573	82.41928462
574	82.41446124
575	82.4114317
576	82.40858417
577	82.40264413
578	82.40188014
579	82.39711582
580	82.39374291
581	82.38836629
582	82.38038231
583	82.3785917
584	82.36743471
585	82.36636914
586	82.35089867
587	82.34520261
588	82.32847487
589	82.32570692
590	82.32446603
591	82.32227959
592	82.31780244
593	82.30829858
594	82.30152777
595	82.29877932
596	82.29461109
597	82.28007773
598	82.27806231
599	82.27555282
600	82.26833617
601	82.26688108
602	82.26623869
603	82.25619748
604	82.24792731
605	82.24520333
606	82.2431432
607	82.24119801
608	82.23696744
609	82.2330115
610	82.23190681
611	82.2296034
612	82.2284862
613	82.22302021
614	82.22007985
615	82.21835408
616	82.21356932
617	82.21000211
618	82.20838057
619	82.20322493
620	82.19742727
621	82.19211353
622	82.19034393
623	82.18476693
624	82.18346394
625	82.18092931
626	82.17832235
627	82.17592544
628	82.17472162
629	82.17165632
630	82.16998739
631	82.16495269
632	82.15792113
633	82.15111106
634	82.14653038
635	82.1394018
636	82.13690287
637	82.13619669
638	82.13156906
639	82.12889446
640	82.12401526
641	82.11370192
642	82.10674029
643	82.10072326
644	82.09600545
645	82.09562214
646	82.09359595
647	82.08597851
648	82.07911641
649	82.07543817
650	82.07540212
651	82.06273997
652	82.05817948
653	82.05549987
654	82.05157815
655	82.04043728
656	82.03708764
657	82.03214365
658	82.02279045
659	82.02210374
660	82.01565871
661	82.00870002
662	82.00599504
663	82.00515107
664	82.00254427
665	81.99949126
666	81.98602116
667	81.97717381
668	81.97405213
669	81.97150728
670	81.96901471
671	81.96067874
672	81.9565942
673	81.95357017
674	81.95291667
675	81.95089925
676	81.95027163
677	81.94660244
678	81.94498137
679	81.93751085
680	81.926989
681	81.9235787
682	81.90923823
683	81.90861598
684	81.90609063
685	81.90304592
686	81.90017883
687	81.89465984
688	81.89223815
689	81.88749722
690	81.87936163
691	81.87316295
692	81.86694187
693	81.85821221
694	81.85658625
695	81.85172154
696	81.85134331
697	81.84775838
698	81.84404986
699	81.84369861
700	81.83646405
701	81.83493469
702	81.83144905
703	81.82899807
704	81.82490704
705	81.82354991
706	81.81803095
707	81.81448797
708	81.80666209
709	81.80646277
710	81.79243578
711	81.79027057
712	81.78797939
713	81.78423242
714	81.77500779
715	81.77176394
716	81.76718556
717	81.76495266
718	81.76267974
719	81.7582832
720	81.75558946
721	81.75005586
722	81.74722815
723	81.74671909
724	81.74492479
725	81.74011781
726	81.73024977
727	81.72805935
728	81.72234602
729	81.71796501
730	81.71670718
731	81.71396697
732	81.70542496
733	81.70158455
734	81.69955112
735	81.69919896
736	81.6897787
737	81.68620976
738	81.6857058
739	81.68439714
740	81.68032646
741	81.68005146
742	81.676986
743	81.67667112
744	81.66898682
745	81.66100103
746	81.65512314
747	81.65315163
748	81.64942113
749	81.64462671
750	81.64338185
751	81.64042438
752	81.63546884
753	81.63031776
754	81.61959868
755	81.61062252
756	81.60484003
757	81.60177715
758	81.59800364
759	81.58965751
760	81.58553035
761	81.58380584
762	81.58365167
763	81.58211633
764	81.57895968
765	81.57762836
766	81.57496383
767	81.57026929
768	81.56851736
769	81.56498538
770	81.56047408
771	81.55651302
772	81.54405125
773	81.53949223
774	81.53368241
775	81.53213483
776	81.52921714
777	81.51835026
778	81.51589566
779	81.51309984
780	81.51091118
781	81.50805023
782	81.50175963
783	81.49800424
784	81.49604685
785	81.49133315
786	81.48836775
787	81.48646781
788	81.48407176
789	81.48375475
790	81.47883662
791	81.47842331
792	81.47729631
793	81.47314128
794	81.47054196
795	81.47010119
796	81.46647585
797	81.46287056
798	81.45848741
799	81.45563861
800	81.4534242
801	81.44455329
802	81.44000189
803	81.43932419
804	81.42823078
805	81.42475953
806	81.41944951
807	81.41846843
808	81.41649154
809	81.41273381
810	81.40746927
811	81.40248279
812	81.40127602
813	81.39584396
814	81.39425813
815	81.3922888
816	81.38666204
817	81.38322971
818	81.38147627
819	81.37367782
820	81.37040375
821	81.36736786
822	81.36514495
823	81.36173051
824	81.35455017
825	81.35339982
826	81.34882831
827	81.34642532
828	81.34617611
829	81.34427457
830	81.34166581
831	81.33934146
832	81.33864172
833	81.3355268
834	81.33345903
835	81.32435996
836	81.32234049
837	81.30642288
838	81.30205456
839	81.29859225
840	81.29155427
841	81.29011856
842	81.2896971
843	81.28837191
844	81.28744381
845	81.28468235
846	81.28109563
847	81.27981061
848	81.27829986
849	81.27425821
850	81.27018187
851	81.26419383
852	81.26237356
853	81.24462604
854	81.24235735
855	81.2401788
856	81.23579869
857	81.23443942
858	81.22463462
859	81.21952715
860	81.21860779
861	81.21759001
862	81.21313008
863	81.21137643
864	81.20024763
865	81.19455672
866	81.19404083
867	81.18484258
868	81.1757644
869	81.17310811
870	81.16964881
871	81.15958094
872	81.15388514
873	81.15209805
874	81.14318155
875	81.14002868
876	81.1377418
877	81.13595291
878	81.13261091
879	81.12810466
880	81.12276341
881	81.12218901
882	81.11861643
883	81.11606149
884	81.11406998
885	81.11304533
886	81.10955017
887	81.1073019
888	81.10497389
889	81.10301453
890	81.1016945
891	81.09841537
892	81.09566224
893	81.09348373
894	81.0928074
895	81.09194942
896	81.08544133
897	81.08377153
898	81.08260305
899	81.07953801
900	81.07744041
901	81.07481921
902	81.07418376
903	81.07227005
904	81.06414978
905	81.0594895
906	81.05865197
907	81.05706029
908	81.05496814
909	81.05210648
910	81.04774508
911	81.046049
912	81.04134422
913	81.03563765
914	81.03449299
915	81.03348091
916	81.02470327
917	81.02170309
918	81.02112187
919	81.01563755
920	81.01477917
921	80.9985724
922	80.99652875
923	80.99010169
924	80.98595713
925	80.9856633
926	80.98247572
927	80.98018172
928	80.97850344
929	80.97688958
930	80.97306678
931	80.97153779
932	80.96979581
933	80.96817802
934	80.96424865
935	80.96127449
936	80.95977734
937	80.95599363
938	80.94946977
939	80.9474885
940	80.94615839
941	80.94412862
942	80.94153357
943	80.93948735
944	80.93750161
945	80.93241288
946	80.93196673
947	80.923366
948	80.92192976
949	80.91957303
950	80.91678618
951	80.91346893
952	80.91279641
953	80.91094324
954	80.90877223
955	80.90684507
956	80.90508389
957	80.90204426
958	80.90055524
959	80.89719005
960	80.89565213
961	80.89459505
962	80.89370393
963	80.89189699
964	80.89082532
965	80.88871409
966	80.88575406
967	80.88491427
968	80.88322548
969	80.88277086
970	80.87788751
971	80.87656323
972	80.87279567
973	80.87132711
974	80.86976295
975	80.86477066
976	80.86339134
977	80.85993268
978	80.85530646
979	80.85300924
980	80.85289051
981	80.85145053
982	80.8497819
983	80.84891351
984	80.84428778
985	80.84254563
986	80.84176304
987	80.83709174
988	80.835526
989	80.83336472
990	80.83199634
991	80.82173605
992	80.82130664
993	80.8198911
994	80.81623345
995	80.81580682
996	80.81509866
997	80.81280152
998	80.81048313
999	80.80655324
